aai	Minaifia NT
lit	Lithuanian Believers' Heritage Translation
litb	Open Lithuanian Scriptures
llg	Rote Lole Bible
lrg	Larrakia Christmas Story
lth	Thur NT
lug	Luganda Bible
luo	Dholuo Bible
lww	Lewo NT
lyn	Luyana NT
maaNT	San Jerónimo Tecóatl Mazatec NT
majNT	Jalapa de Díaz Mazatec NT
mal	Malayalam Indian Revised Version Bible
mal2015	Malayalam 1910  Contemporary Orthography
malc	Malayalam Contemporary Bible
mamC	Mam Comitancillo NT
mamNT	Mam Todos Santos NT
maqNT	Chiquihuitlán Mazatec NT
mar	Marathi Indian Revised Version Bible
marc	Marathi: Biblica®
mauNT	Huautla Mazatec NT
mavNT	Sateré-Mawé NT
mazNT	Central Mazahua NT
mbbOT	Western Bukidnon Manobo OT
mbcNT	Macushi NT
mbh	Mangseng NT
mbjNT	Nadëb NT
mblNT	Maxakalí NT
mbs	Sarangani Manobo NT
mbtNT	Matigsalug Manobo NT
mbu	Mbula-Bwazza NT
mca	Maka NT
mcbNT	Machiguenga NT
mcdNT	Sharanahua NT
mcfNT	Matsés NT
mcoNT	Coatlán Mixe NT
mcp	Makaa NT
mcq	Managalasi NT
mcr	Menya NT
mdybse	Maale NT
mdyeth	Maale Bible (Ethiopic script)
med	Melpa NT
mee	Mengen NT
mek	Mekeo NT
meq	Merey NT
met	Mato Bible
meu	Motu Bible
mey	Hassaniyya Bible
mfm	Marghi South NT
mfo	Mbe OT
mfxe	Melo NT Ethiopic
mfxl	Melo NT
mgc	Morokodo Bible Portions
mgh	Makhuwa-Meetto NT
mgh2016	Makhuwa-Meetto: Makua New Testament 2015 New Testament
mgj	Abureni NT
mgv	Matengo: Amatengu (New Testament)
mgw	Matumbi NT
mhl	Mauwake NT
mibNT	Atatláhuca Mixtec
micMIQNT	Mi'kmaq NT
mieNT	Ocotepec Mixtec
migNT	San Miguel el Grande Mixtec NT
mihNT	Chayuco Mixtec NT
milNT	Peñoles Mixtec NT
mioNT	Pinotepa Nacional Mixtec NT
mirNT	Isthmus Mixe NT
mitNT	New Testament in Mixtec, Southern Puebla (MX:mit:Mixtec, Southern Puebla)
mizNT	Coatzospan Mixtec NT
mjcNT	San Juan Colorado Mixtec NT
mkj	Mokilese Bible
mkl	Monkole NT
mkn	Kupang Malay Bible
mksNT	Silacayoapan Mixtec NT
mkw	Kituba Bible
mle	Manabu NT
mlh	Mape NT
mlp	Bargam NT
mmo	Mangga Buang NT
mmx	Madak NT with Psalms
mna	Mbula Bible
mni	Meitei Bible
mopNT	Mopán Maya NT
mox	Molima NT
mpa	Mpoto NT
mph	Mawng Bible Portions
mpj	Martu Wangka Bible
mpmNT	Yosondúa Mixtec NT
mpp	Migabac Bible
mps	Dadibi Bible
mpt	Mian NT
mpx	Misima-Paneati Bible
mqbNT	Mbuko NT
mqjNT	Mamasa NT
msb	Masbatenyo NT
msc	Sankaran Maninka Bible Portions
msk	Mansaka NT
msmNT	Agusan Manobo NT
msy	Aruamu NT
msy2020	Aruamu Bible
mti	Maiwa NT
mtoNT	Totontepec Mixe NT
mux	Bo-Ung NT
muy	Muyang NT
mva	Manam NT
mvn	Minaveha NT
mwc	Are Bible
mwe	Mwera Bible
mwf2018	Murrinhpatha Bible
mwp	Kala Lagaw Bible
mxbNT	Tezoatlán Mixtec NT
mxm	Meramera NT
mxpNT	Tlahuitoltepec Mixe NT
mxqNT	Juquila Mixe NT
mxtNT	Jamiltepec Mixtec NT
mya	Burmese Common Language Bible
myajvb	Judson Burmese Bible
myk	Mamara Sénoufo NT and portions of the OT
myu	Mundurukú NT
myw	Muyuw NT
myy	New Testament in Macuna
mzq	Mori Atas NT
mzz	Maiadomu Mark
nabNT	Southern Nambikuára NT
naf	Nabak NT
nag	Nagamese NT
nak	Nakanai NT
nal	Nalik NT
nas	Naasioi NT
nay	Ngarrindjeri Scriptures
nbq	Nggem NT
nca	Iyo NT
nce	Portions of the Holy Bible in the Yalë language of Papua New Guinea
ncf	Notsi NT
nchBl	Huasteca Central Nahuatl Bible
ncjNT	Northern Puebla Nahuatl NT
nck	Nakara Selections
nclNT	Michoacán Nahuatl NT
ncr	Ncane NT
ncuNT	Chumburung NT
nde	Ndebele Bible
ndg	Ndengereko NT
ndj	Ndamba New Testament
nfa	Dhao Bible
ngp	Nguu New Testament
nguNT	Guerrero Nahuatl NT
nheBl	Huasteca Oriental Nahuatl Bible 2005
nheNT	Huasteca Oriental Nahuatl NT 2009
nhgNT	Tetelcingo Nahuatl NT
nhiNT	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl NT
nho	Takuu NT
nhr	Naro NT
nhuNT	Noone NT
nhwBl	Huasteca Occidental Nahuatl Bible
nhyNT	Northern Oaxaca Nahuatl NT
nif	Nek NT
nii	Nii NT
ninNT	Ninzo NT
nit	Kolami, Southeastern: కొత్త కరార్ (Bible)
njd	Ndonde Hamba NT
nkn	Nkangala NT
nkoNT	New Testament in Nkonya (GH:nko:Nkonya)
nld	Dutch Bible 1917
nld1939	Dutch Bible, Petrus Canisius
nldgbv	Dutch: Gods Boek
nldnbg	Dutch NBG 1951 Bible
nlg	Gela Bible
nmws	Saisai Matthew  with  Ephesians
nna	Nyangumarta Bible
nnq	Ngindo New Testament
noaE	Woun Meu NT
noaH	Woun Meu NT
noblb	Norwegian Living NT
nop	Numanggang Bible
notNT	Nomatsiguenga NT
nou	Ewage-Notu NT
npioncb	Nepali Contemporary Bible
npiulb	Nepali Bible
nplNT	Southeastern Puebla Nahuatl NT
nrz	Nara NT
nsn	Nehan NT
nss	Nali Bible
ntj	Ngaanyatjarra Shorter Bible
ntpNT	Northern Tepehuan NT
ntu	Natqgu NT with Ruth and Psalms
nuq	Nukumanu NT
nuy	Wubuy Shorter  Bible
nvm	Namiai NT
nwi	Southwest Tanna NT
nww	Ndwewe NT
nya	Chichewa Bible
nys	Noongar Bible
oboNT	Obo Manobo NT
okv	Orokaiva Etija NT
okvh	Orokaiva Ehija NT
omb	Ambae, East: Waratau Siaga Tatuei mo Vilegi (Old Testament)
omw	South Tairora NT
omw-a	South Tairora Aatasara John & Mark
omw-v	South Tairora Veqaura NT
ong	Olo NT
ons	Ono NT
oodNT	Tohono O'odham NT
opm	Oksapmin NT
ory	Oriya Indian Revised Version Bible
oteNT	Mezquital Otomi NT
otmNT	Eastern Highland Otomi NT
otnNT	Tenango Otomi NT
otqNT	Querétaro Otomi NT
otsNT	Estado de México Otomi NT
oyde	Oyde NT Ethiopic
oydl	Oyda NT Latin
pabNT	Parecís NT
padNT	Paumarí NT
pahNT	Tenharim NT
pan	Punjabi Indian Revised Version Bible
paoNT	Northern Paiute NT
pdo	Padoe NT
peg	Pengo NT
pesOPV	Old Persion Version Bible
pesopcb	Open Persian Contemporary Bible
pga	Sudanese Creole Arabic Bible
pibNT	Yine NT
pioNT	Piapoco NT
pirNT	Piratapuyo NT
piu2006	Luritja Bible
pjt	Pitjantjatjara Shorter Bible
plj	Polci NT
pll	Shwe Palaung NT
plsNT	San Marcos Tlalcoyalco Popoloca NT
plu	Palikúr NT
pma	Paama Bible
poeNT	San Juan Atzingo Popoloca NT
pohNT	Poqomchi' Occidental NT
poiNT	Highland Popoluca NT
polsz	Polish OPLNT
polubg	Polish Updated Gdansk Bible
pon	Pohnpeian NT & Psalms, old alphabet
pon-pdn	Pohnpeian NT & Psalms, new alphabet
pon2006	Pohnpeian Bible 2006
pon2006a	Pohnpeian Bible with Apocrypha 2006
porblt	Portuguese Free Bible for All
porbr2018	Portuguese Bíblia Livre
porbrbsl	World Portuguese Bible
poronbv	Portuguese ONBV
portft	Portuguese Translation for Translators
poy	The New Testament in Pogoro
ppo	Folopa NT
prfNT	New Testament in Paranan (RP:prf:Paranan)
priNT	Paicî NT
ptp	Patep NT
ptu	Bambam Bible
pub	First Purum Bible Translation
puu	Punu NT
pwg	Gapapaiwa NT
pwr	Powari NT
qub	Huallaga Huánuco Quechua NT
qucNNT	K'iche' Cantel NT, new spelling
qucTNT	K'iche' Cantel NT, traditional spelling
quctt	K’iche’ of Totonicapan NT
qufNT	Lambayeque Quechua NT
quhNT	South Bolivian Quechua NT
qulNT	North Bolivian Quechua NT
qupNT	Southern Pastaza Quechua NT
qvcNT	Cajamarca Quechua NT
qveNT	Eastern Apurímac Quechua NT
qvhNT	Huamalíes-Dos de Mayo Huánuco Quechua NT
qvmNT	Margos-Yarowilca-Lauricocha Quechua NT
qvnNT	North Junín Quechua NT
qvsNT	San Martín Quechua NT
qvwNT	Huaylla Wanca Quechua NT
qvzNT	Northern Pastaza Quichua NT
qwhNT	Huaylas Ancash Quechua NT
qxhNT	Panao Huánuco Quechua NT
qxnNT	Northern Conchucos Ancash Quechua NT
qxoNT	Southern Conchucos Ancash Quechua NT
rai	Ramoaaina NT
reg	Kara NT
rei	Reli Bible
rgu	Rote Rikou Bible
rhg	Rohingya: Rohingya Bible Translation Project (Bible)
rhgc	Rohingya: Kitabul Mukaddos or Injil Córif (Bible)
rifa	Tarifit Bible (Arabic Script)
rifl	Tarifit Bible Latin Script
rift	Tarifit Bible Tifinagh Script
rkbNT	Rikbaktsa NT
rki	Rakhine Bible
rmb	Rembarrnga Christmas Story
rmc	Eastern Slovak Romani Bible
rmczrb	Carpathian Romani Luke
rmn	Balkan Romani Bible portions
rmna	Balkans Arli Bible
rmyArli	Arli Luke
rmyChergash	Chergash NT
rmyGurbet	Gurbet NT
rmylovari	Lovari Vlax Romani Bible
rmyservi	Servi Romani Bible portions
rmyvlakh	Eastern Vlakh Romani
ron1924	Romanian Bible (Cyrillic)
ronBayash	Bayash Bible
ronbtf	Romanian BTF Bible
ronlsb	Romanian Free Holy Bible
ronludari	Ludari Luke
roo	Rotokas NT
rop	Kriol Bible
row	Rote Dela Bible
rro	Waima NT
ruf	Luguru NT
rug	Roviana Bible
russyn	Russian Synodal Bible
rwo-karo	Rawa Karo NT
rwo-rawa	Rawa NT
sabNT	Buglere NT
sanasm	Sanskrit New Testament in Assamese Script
sanben	Sanskrit NT in Bengali Script
sanbur	Sanskrit Language NT in Burmese Script
sancol	New Testament in Sanskrit Language; printed in Cologne Script
sandev	Sanskrit NT in Devanagari Script
sanguj	Sanskrit NT in Gujarati Script
sanhk	Sanskrit NT in Harvard-Kyoto Script
sanias	New Testament in Sanskrit Language; printed in IAST Script
saniso	Sanskrit NT in ISO Script
sanitr	Sanskrit NT in ITRANS Script
sankan	Sanskrit NT in Kannada Script
sankhm	Sanskrit NT in Khmer Script
sanmal	Sanskrit NT in Malayalam Script
sanori	Sanskrit NT in Oriya Script
sanpun	Sanskrit NT in Punjabi Script
sansin	Sanskrit NT in Sinhala Script
santam	Sanskrit NT in Tamil Script
santel	Sanskrit NT in Telugu Script
santha	Sanskrit NT in Thai Script
santib	Sanskrit NT in Tibetan Script
sanurd	Sanskrit NT in Urdu Script
sanvel	Sanskrit NT in Velthuis Script
sav	Saafi-Saafi Bible
sbe	Saliba NT
sbk	Safwa NT
sbs	Kuhane NT
sby	Soli NT
sce	Donxian NT
sch	Sakachep NT
seh	Sena NT
seyNT	Secoya NT
sgb	Mag-antsi Ayta NT
sgz	Sursurunga NT
shj	Caning Bible Translation
shpNTpo	Shipibo-Conibo Bible
shr	Mashi Bible
sim	Mende NT
six	Somau Karia NT
sjaNT	Epena NT
sle	Sholaga NT
slk	Slovak NT
sll	Salt-Yui NT
smkNT	Bolinao NT
sna	Shona Bible
snc	Sinaugoro NT
snnNT	Siona NT
snp	Siane Komongu NT
snp-lambau	Siane Lambau NT
snx	Sam Mark
sny	Saniyo-Hiyewe NT
som	Somali Bible
soq	Kanasi NT
soy	Sola NT
spaRV1909	Reina Valera 1909
spabes	La Biblia en Español Sencillo
spablm	Spanish Free Bible for the World
spaonbv	Spanish ONBV
spapddpt	Spanish Bible (God's Word for You)
sparvg	RVG Spanish Bible
spav1602p	Spanish Valera Purificada
spavbl	Spanish Free Bible Version
spl	Selepet NT
spm	Published Mark & Acts
spp	Supyire Sénoufo NT
sps	Saposa NT
spyNT	Sabaot NT
sri	Siriano NT
srmNT	Saramaccan NT
srnNT	Sranan NT
srp1865	Serbian Bible
srponspc	Serbian ONSP Cyrillic
srponstl	Serbian ONST Latin
srqNT	Sirionó NT
ssd	Siroi Bible
ssg	Seimat NT
ssx	Sembeleke Bible
stpNT	Southeastern Tepehuan NT
stw	Satawalese: Pwapwior we e Santus (New Testament)
sua	Sulka NT
sue	Suena NT
sur	Mwaghavul NT
sus	Susu Bible
susa	Susu Bible (Arabic script)
suzBl	Sunwar Bible
swe	Swedish NT
swef	Swedish Folkbibleln
swh1850	Swahili Bible
swhonen	Kiswahili Contemporary Version
swhonmm	Swahili ONMM
swhulb	Swahili Unlocked Literal Bible
swp	Suau Bible
sxbNT	Suba NT
tacNT	Western Tarahumara NT
taj	Eastern Tamang NT
tam2017	Tamil Indian Revised Version Bible
tamtcv	Biblica® திறந்தநிலை தமிழ் சமகால பதிப்பு
tap	Kitaabua NT
tav	New Testament in Tatuyo
taw	Tai NT
tbc	Takia NT
tbf	Mandara Bible
tbg	North Tairora
tbg-a	North Tairora Arau Bible
tblNT	Tboli NT
tbo	Tawala NT
tbx	Kapin Bible
tbzsim	Ditammari Bible
tcaNT	Ticuna NT
tcn	Tichurong: तिचुरोङ क्येला सारबा करारयि किताबतेबा (Bible with Deuterocanon)
tcs	Yumplatok Bible
tczchongthu	Chongthu Bible
tdt	Tetun Dili NT
tdx	Tandroy Bible
teeNT	Huehuetla Tepehua NT
tel2017	Telugu Indian Revised Version Bible
telotsa	Telugu OTSA
terNT	Terêna NT
tet	Tetun Bible
tew	Tewa NT
tfrNTpo	Teribe Bible
tgj	Tagin first Bible translation based on TEV (Good News)
tgk	Tajik Bible
tglulb	Tagalog Bible
tgo	Sudest Bible Portions
tgp	Tangoa NT
thaKJV	Thai KJV Bible
thd	Thayorre Bible Portions
thr	Rana Tharu NT
tif	Tifal NT
tim	Timbe NT
tiw	Tiwi Gospels
tiwm	Tiwi Selections
tiy	Tiruray NT
tke	Takwane NT
tkr	Tsakhur Bible
tkuNT	Upper Necaxa Totonac
tlf	Telefol NT
tmd	Haruai NT
tnaNT	Tacana NT
tnc	Tanimuca-Retuarã NT portions
tnk	Nafe NT
tnn	North Tanna NT
tnp	Whitesands NT
tocNT	Coyutla Totonac NT
tod	Toma Bible Portions
tof	Gizrra Bible
tojNT	Tojolabal NT
ton	Revised West Version
tooNT	Xicotepec De Juárez Totonac NT
topNT	Papantla Totonac NT
tosNT	Highland Totonac NT
tpa	Taupota Mark
tpi	Tok Pisin Bible with Deuterocanon
tpiOTNT	Tok Pisin Bible
tptNT	Tlachichilco Tepehua NT
tpz	Tinputz Vasui NT
trcNT	Copala Triqui NT
tsn	Open Tswana Living NT
tsw	Tsishingini OT
tswNT	Tsishingini NT
ttcNT	Tektiteko NT
tte	Bwanabwana NT
tteo	Bwanabwana OT
tuc-o	Saveeng Oov Bible
tuc-t	Saveeng Tuam Bible
tue	Tuyuca NT
tuf	Central Tunebo NT
tuoNT	Tucano NT
turobt	Open Basic Turkish New Testament
turytc	Turkish WEB
tvk	Southeast Ambrym Bible portions
tvn	Tavoyan Bible
tvt	Tutsa Naga NT
twi	Akuapem Twi Bible
twiasante	Asante Twi Bible
txq	Rote Tii Bible
txuNT	Kayapó NT
tyx	Teke-Tyee NT
tzjE	Eastern Tz'utujil NT
tzjNT	Western Tz'utujil NT
tzoNT	Tzotzil Huixtan NT
tzoSA	San Andres Tzotzil NT
tzoZNT	Tzotzil Zinacantan NT
tzotzc	Tzotzil de Chamula NT
tzotze	Tzotzil de Chenalhó NT
ubr	Ubir Bible
ubu-andelale	Umbu-Ungu Andelale NT
ubu-kala	Umbu-Ungu Kala NT
ubu-nopenge	Umbu-Ungu No Penge NT
udu	Uduk Bible
uigara	Uyghur Bible (arabic script)
uigcyr	Uyghur Bible (cyrillic script)
uiglat	Uyghur Bible (modern latin script)
uigpin	Uyghur Bible (former latin script)
ukr1871	Ukrainian Bible by P. Kulish
ukr1996	Ukrainian Bible, BJU 1996
ukrfb	Ukrainian Freedom Bible
ukronpu	New Ukranian Translation NT with Psalms
uli	Ulithian NT
ulk	Meriam Mir Bible
ulk1902	Meriam Mir Bible
unx	Munda NT
upv	Uripiv New Testament
uraNT	Urarina NT
urbNT	Kaapor NT
urd	Urdu IRV Bible
urdgvh	Urdu Geo Bible, Hindi Script
urdgvr	The Holy Bible in Urdu, Urdu Geo Version, Roman Script
urdgvu	Urdu Geo Bible (Urdu Script)
urdoucv	Urdu: Biblica® آزادانہ اردو ہم عصر ترجمہ (Bible)
uri	Urim: Wurkapm a Maur Wailen Portions
urim	Urim NT
uro	Ura NT
urt	Urat New Testament
urw	Sop Jonah and Luke
usa	Usarufa Bible
uspNT	Uspanteko NT
utr	Etulo NT
uvh	Urii NT
uvl	Lote Bible
vaa	Vaagri Booli NT
vgr	Vaghri NT
vid	Vidunda NT
vie1934	Vietnamese Bible 1923
vieovcb	Vietnamese Contemporary Bible
viv	Iduna NT
vmyNT	NT in Ayautla Mazateco
waj	Waffa NT
wal	Wolaytta Bible
wapNT	Wapishana NT
wat	Kaninuwa Bible
wbi	Vwanji NT
wbp	Warlpiri Bible
wbq	Waddar Bible
wed	Wedau Mark
wed-topura	Wedau Topura Mark
wer	Weri NT
wim	Wik-Mungkan NT
wiu	Witu NT
wiv	Vitu NT
wja	Waja Bible
wlg	Kunbarlang Bible Portions
wlo	Wolio: Kitabi Momangkilona Wolio (New Testament with )
wmt	Walmajarri Bible
wmw	Mwani NT
wnc	Wantoat NT
wnu	Usan NT
wol2010	Wolof NT 2010
wolmbs	Wolof Bible (MBS)
wos	Hanga Hundi Bible
wrk	Garrwa Shorter New Testament
wro	Worrorra Mark and Luke
wrs	Waris Bible
wsk	Waskia Bible
wuv	Wuvalu-Aua NT
xavNT	Xavánte NT
xbi-w	Kombio Wampukuamp Bible
xbi-y	Kombio Yanimoi Bible
xed	Hdi NT
xla	Kamula Bible
xnj	Ngoni NT
xnn	New Testament in Kankanay, Northern
xon	Konkomba
xsi	Sio NT  with  Psalms
xsn	Sanga Bible
xtdNT	Diuxi-tilantongo Mixtec NT
xtmNTpp	Magdalena Peñasco Mixtec Bible
yaaNT	Yaminahua NT
yadNT	Yagua NT
yaf	Yaka NT
yal	Yalunka Bible
yao	Yao NT
yap	Yapese Bible
yaqNT	Yaqui NT
yby	Yaweyuha NT
ycn	Yucuna NT
ydd	Eastern Yiddish NT
yer	The Holy Bible in the Tarok language of Nigeria
yij	Yindjibarndi Luke
yka	Yakan Bible
yle	Rossel NT
yml	Iamalele NT
ymp	Yamap NT
yns	Yansi NT
yom	Yombe: Biblica® Open Nkanda wu Moyo, Nguizani Yimona ayi Minkunga 2002 (Bible)
yon	Yongkom NT  with  partial OT
yor	Yoruba Bible
yrb	Yareba NT
yreNT	Yaouré NT
yss-yamano	Yessan-Mayo Yamano NT
yss-yawu	Yessan-Mayo Yawu NT
yuj	Karkar-Yuri NT
yut	Yopno NT & Psalms
yuw	Yau NT
yvaNT	Yawa NT
zaaNT	Sierra de Juárez Zapotec NT
zabNT	San Juan Guelavía Zapotec
zacNT	Ocotlán Zapotec
zadNT	Cajonos Zapotec NT
zaiNT	Isthmus Zapotec NT
zaj	Zaramo Bible
zajp	Zaramo: Bibilia ya Kizalamo (Bible)
zak	Zanaki NT
zamNT	Miahuatlán Zapotec NT
zaoNT	Ozolotepec Zapotec NT
zapNT	Santa María Quiegolani Zapotec NT
zarNT	Rincón Zapotec NT
zasNT	Santo Domingo Albarradas Zapotec NT
zatNTps	Tabaa Zapotec NT & Psalms
zavNT	Yatzachi Zapotec NT
zawNT	Mitla Zapotec NT
zbu	Bu NT
zcaNT	Coatecas Altas Zapotec
zgam	Mahanji NT
zia	Zia NT
zin	Zinza NT
ziw	Zigua New Testament
zlmKSZI	Contextualized Malay NT
zosNT	Francisco León Zoque NT
zpcNT	Choapan Zapotec NT
zplNT	Lachixío Zapotec NT
zpmNT	Mixtepec Zapotec NT
zpoNT	Amatlán Zapotec NT
zpqNT	Zoogocho Zapotec NT
zpuNT	Yalálag Zapotec NT
zpvNT	Chichicapan Zapotec NT
zpzNTpp	Texmelucan Zapotec Bible
zsrNT	Southern Rincon Zapotec NT
ztp	Loxicha Zapotec NT
ztqNT	Quioquitani-Quierí Zapotec NT
ztyNTps	Yatee Zapotec NT & Psalms
zypNT	Zyphe Chin NT
