Seq	PropersID	Year	Reference
1	Ord. Time, Week 5, Mon	1	Gen 1:1-19
2	Ord. Time, Week 5, Tues	1	Gen 1:20—2:4a
3	Ord. Time, Week 5, Wed	1	Gen 2:4b-9, 15-17
4	Ord. Time, Week 5, Thurs	1	Gen 2:18-25
5	Ord. Time, Week 5, Fri	1	Gen 3:1-8
6	Dec 8: Solemnity: Immaculate Conception of the BVMary	1+2	Gen 3:9-15, 20
7	Mon after Pentecost: BVMary, Mother of the Church (option 1)	1+2	Gen 3:9-15, 20
8	Ord. Time, Week 5, Sat	1	Gen 3:9-24
9	Ord. Time, Week 6, Mon	1	Gen 4:1-15, 25
10	Ord. Time, Week 6, Tues	1	Gen 6:5-8; 7:1-5, 10
11	Ord. Time, Week 6, Wed	1	Gen 8:6-13, 20-22
12	Ord. Time, Week 6, Thurs	1	Gen 9:1-13
13	Ord. Time, Week 6, Fri	1	Gen 11:1-9
14	Ord. Time, Week 12, Mon	1	Gen 12:1-9
15	Ord. Time, Week 12, Tues	1	Gen 13:2, 5-18
16	Ord. Time, Week 12, Wed	1	Gen 15:1-12, 17-18
17	Ord. Time, Week 12, Thurs	1	Gen 16:1-12, 15-16 or 16:6b-12, 15-16
18	Ord. Time, Week 12, Fri	1	Gen 17:1, 9-10, 15-22
19	Lent, Week 5, Thurs	1+2	Gen 17:3-9
20	Ord. Time, Week 12, Sat	1	Gen 18:1-15
21	Ord. Time, Week 13, Mon	1	Gen 18:16-33
22	Ord. Time, Week 13, Tues	1	Gen 19:15-29
23	Ord. Time, Week 13, Wed	1	Gen 21:5, 8-20a
24	Ord. Time, Week 13, Thurs	1	Gen 22:1b-19
25	Ord. Time, Week 13, Fri	1	Gen 23:1-4, 19; 24:1-8, 62-67
26	Ord. Time, Week 13, Sat	1	Gen 27:1-5, 15-29
27	Ord. Time, Week 14, Mon	1	Gen 28:10-22a
28	Ord. Time, Week 14, Tues	1	Gen 32:23-33
29	Lent, Week 2, Fri	1+2	Gen 37:3-4, 12-13a, 17b-28a
30	Ord. Time, Week 14, Wed	1	Gen 41:55-57; 42:5-7a, 17-24a
31	Ord. Time, Week 14, Thurs	1	Gen 44:18-21, 23b-29; 45:1-5
32	Ord. Time, Week 14, Fri	1	Gen 46:1-7, 28-30
33	Advent, Dec. 17	1+2	Gen 49:2, 8-10
34	Ord. Time, Week 14, Sat	1	Gen 49:29-32; 50:15-26a
35	Ord. Time, Week 15, Mon	1	Exod 1:8-14, 22
36	Ord. Time, Week 15, Tues	1	Exod 2:1-15a
37	Ord. Time, Week 15, Wed	1	Exod 3:1-6, 9-12
38	Ord. Time, Week 15, Thurs	1	Exod 3:13-20
39	Ord. Time, Week 15, Fri	1	Exod 11:10—12:14
40	Ord. Time, Week 15, Sat	1	Exod 12:37-42
41	Ord. Time, Week 16, Mon	1	Exod 14:5-18
42	Ord. Time, Week 16, Tues	1	Exod 14:21—15:1
43	Ord. Time, Week 16, Mon	1	Exod 15:1bc-2, 3-4, 5-6
44	Ord. Time, Week 16, Tues	1	Exod 15:8-9, 10+12, 17
45	Ord. Time, Week 16, Wed	1	Exod 16:1-5, 9-15
46	Lent, Week 3, opt. Mass	1+2	Exod 17:1-7
47	Ord. Time, Week 16, Thurs	1	Exod 19:1-2, 9-11, 16-20b
48	Ord. Time, Week 16, Fri	1	Exod 20:1-17
49	Oct 2: Holy Guardian Angels	1+2	Exod 23:20-23
50	Ord. Time, Week 16, Sat	1	Exod 24:3-8
51	Lent, Week 4, Thurs	1+2	Exod 32:7-14
52	Ord. Time, Week 17, Mon	1	Exod 32:15-24, 30-34
53	Ord. Time, Week 17, Tues	1	Exod 33:7-11; 34:5b-9, 28
54	Ord. Time, Week 17, Wed	1	Exod 34:29-35
55	Ord. Time, Week 17, Thurs	1	Exod 40:16-21, 34-38
56	Lent, Week 1, Mon	1+2	Lev 19:1-2, 11-18
57	Ord. Time, Week 17, Fri	1	Lev 23:1, 4-11, 15-16, 27, 34b-37
58	Ord. Time, Week 17, Sat	1	Lev 25:1, 8-17
59	Ord. Time, Week 18, Mon	1	Num 11:4b-15
60	Ord. Time, Week 18, Tues	1	Num 12:1-13
61	Ord. Time, Week 18, Wed	1	Num 13:1-2, 25—14:1, 26a-29a, 34-35
62	Ord. Time, Week 18, Thurs	1	Num 20:1-13
63	Lent, Week 5, Tues	1+2	Num 21:4-9
64	Sept 14: Feast: Exaltation of the Holy Cross	1+2	Num 21:4b-9
65	Advent, Week 3, Mon	1+2	Num 24:2-7, 15-17a
66	Lent, Week 3, Wed	1+2	Deut 4:1, 5-9
67	Ord. Time, Week 18, Fri	1	Deut 4:32-40
68	Ord. Time, Week 18, Sat	1	Deut 6:4-13
69	Ord. Time, Week 19, Mon	1	Deut 10:12-22
70	Lent, Week 1, Sat	1+2	Deut 26:16-19
71	Thursday after Ash Wed.	1+2	Deut 30:15-20
72	Ord. Time, Week 19, Tues	1	Deut 31:1-8
73	Ord. Time, Week 19, Tues	1	Deut 32:3-4ab, 7, 8, 9+12
74	Ord. Time, Week 17, Mon	2	Deut 32:18-19, 20, 21
75	Ord. Time, Week 20, Mon	2	Deut 32:18-19, 20, 21
76	Ord. Time, Week 20, Tues	2	Deut 32:26-27ab, 27cd-28, 30, 35cd-36ab
77	Ord. Time, Week 18, Fri	2	Deut 32:35cd-36ab, 39abcd, 41
78	Ord. Time, Week 19, Wed	1	Deut 34:1-12
79	Ord. Time, Week 19, Thurs	1	Josh 3:7-10a, 11, 13-17
80	Ord. Time, Week 19, Fri	1	Josh 24:1-13
81	Ord. Time, Week 19, Sat	1	Josh 24:14-29
82	Ord. Time, Week 20, Mon	1	Judg 2:11-19
83	Ord. Time, Week 20, Tues	1	Judg 6:11-24a
84	Ord. Time, Week 20, Wed	1	Judg 9:6-15
85	Ord. Time, Week 20, Thurs	1	Judg 11:29-39a
86	Advent, Dec. 19	1+2	Judg 13:2-7, 24-25a
87	Ord. Time, Week 20, Fri	1	Ruth 1:1, 3-6, 14b-16, 22
88	Ord. Time, Week 20, Sat	1	Ruth 2:1-3, 8-11; 4:13-17
89	Ord. Time, Week 1, Mon	2	1 Sam 1:1-8
90	Ord. Time, Week 1, Tues	2	1 Sam 1:9-20
91	Advent, Dec. 22	1+2	1 Sam 1:24-28
92	Advent, Dec. 22	1+2	1 Sam 2:1, 4-5, 6-7, 8abcd
93	Ord. Time, Week 1, Tues	2	1 Sam 2:1, 4-5, 6-7, 8abcd
94	Ord. Time, Week 1, Wed	2	1 Sam 3:1-10, 19-20
95	Ord. Time, Week 1, Thurs	2	1 Sam 4:1-11
96	Ord. Time, Week 1, Fri	2	1 Sam 8:4-7, 10-22a
97	Ord. Time, Week 1, Sat	2	1 Sam 9:1-4, 17-19; 10:1
98	Ord. Time, Week 2, Mon	2	1 Sam 15:16-23
99	Ord. Time, Week 2, Tues	2	1 Sam 16:1-13
100	Ord. Time, Week 2, Wed	2	1 Sam 17:32-33, 37, 40-51
101	Ord. Time, Week 2, Thurs	2	1 Sam 18:6-9; 19:1-7
102	Ord. Time, Week 2, Fri	2	1 Sam 24:3-21
103	Ord. Time, Week 2, Sat	2	2 Sam 1:1-4, 11-12, 19, 23-27
104	Ord. Time, Week 3, Mon	2	2 Sam 5:1-7, 10
105	Ord. Time, Week 3, Tues	2	2 Sam 6:12b-15, 17-19
106	Advent, Dec. 24 (morning Mass)	1+2	2 Sam 7:1-5, 8b-12, 14a, 16
107	March 19: Solemnity: St. Joseph, husband of the BVMary	1+2	2 Sam 7:4-5a, 12-14a, 16
108	Ord. Time, Week 3, Wed	2	2 Sam 7:4-17
109	Ord. Time, Week 3, Thurs	2	2 Sam 7:18-19, 24-29
110	Ord. Time, Week 3, Fri	2	2 Sam 11:1-4a, 5-10a, 13-17
111	Ord. Time, Week 3, Sat	2	2 Sam 12:1-7a, 10-17
112	Ord. Time, Week 4, Mon	2	2 Sam 15:13-14, 30; 16:5-13
113	Ord. Time, Week 4, Tues	2	2 Sam 18:9-10, 14b, 24-25a, 30—19:3
114	Ord. Time, Week 4, Wed	2	2 Sam 24:2, 9-17
115	Ord. Time, Week 4, Thurs	2	1 Kgs 2:1-4, 10-12
116	Ord. Time, Week 4, Sat	2	1 Kgs 3:4-13
117	Ord. Time, Week 5, Mon	2	1 Kgs 8:1-7, 9-13
118	Ord. Time, Week 5, Tues	2	1 Kgs 8:22-23, 27-30
119	Ord. Time, Week 5, Wed	2	1 Kgs 10:1-10
120	Ord. Time, Week 5, Thurs	2	1 Kgs 11:4-13
121	Ord. Time, Week 5, Fri	2	1 Kgs 11:29-32; 12:19
122	Ord. Time, Week 5, Sat	2	1 Kgs 12:26-32; 13:33-34
123	Ord. Time, Week 10, Mon	2	1 Kgs 17:1-6
124	Ord. Time, Week 10, Tues	2	1 Kgs 17:7-16
125	Ord. Time, Week 10, Wed	2	1 Kgs 18:20-39
126	Ord. Time, Week 10, Thurs	2	1 Kgs 18:41-46
127	Ord. Time, Week 10, Fri	2	1 Kgs 19:9a, 11-16
128	Ord. Time, Week 10, Sat	2	1 Kgs 19:19-21
129	Ord. Time, Week 11, Mon	2	1 Kgs 21:1-16
130	Ord. Time, Week 11, Tues	2	1 Kgs 21:17-29
131	Ord. Time, Week 11, Wed	2	2 Kgs 2:1, 6-14
132	Lent, Week 5, opt. Mass	1+2	2 Kgs 4:18b-21, 32-37
133	Lent, Week 3, Mon	1+2	2 Kgs 5:1-15a
134	Ord. Time, Week 11, Fri	2	2 Kgs 11:1-4, 9-18, 20
135	Ord. Time, Week 12, Mon	2	2 Kgs 17:5-8, 13-15a, 18
136	Ord. Time, Week 12, Tues	2	2 Kgs 19:9b-11, 14-21, 31-35a, 36
137	Ord. Time, Week 12, Wed	2	2 Kgs 22:8-13; 23:1-3
138	Ord. Time, Week 12, Thurs	2	2 Kgs 24:8-17
139	Ord. Time, Week 12, Fri	2	2 Kgs 25:1-12
140	Aug 15: Solemnity: Assumption of the BVMary, Vigil	1+2	1 Chr 15:3-4, 15-16; 16:1-2
141	Ord. Time, Week 4, Thurs	2	1 Chr 29:10bcd, 11ab, 11d-12a, 12bcd
142	Ord. Time, Week 33, Fri	1	1 Chr 29:10bcd, 11abc, 11d-12a, 12bcd
143	Ord. Time, Week 11, Sat	2	2 Chr 24:17-25
144	Ord. Time, Week 25, Mon	1	Ezra 1:1-6
145	Ord. Time, Week 25, Tues	1	Ezra 6:7-8, 12b, 14-20
146	Ord. Time, Week 25, Wed	1	Ezra 9:5-9
147	Ord. Time, Week 26, Wed	1	Neh 2:1-8
148	Ord. Time, Week 26, Thurs	1	Neh 8:1-4a, 5-6, 7b-12
149	Ord. Time, Week 9, Mon	1	Tob 1:3; 2:1a-8
150	Ord. Time, Week 9, Tues	1	Tob 2:9-14
151	Ord. Time, Week 9, Wed	1	Tob 3:1-11a, 16-17a
152	Ord. Time, Week 9, Thurs	1	Tob 6:10-11; 7:1bcde, 9-17; 8:4-9a
153	Ord. Time, Week 9, Fri	1	Tob 11:5-17
154	Ord. Time, Week 9, Sat	1	Tob 12:1, 5-15, 20
155	Ord. Time, Week 25, Wed	1	Tob 13:2, 3-4a, 6, 7, 10 [Vulg.]
156	Ord. Time, Week 9, Sat	1	Tob 13:2, 6, 7, 10 [Vulg.]
157	Dec 12: Our Lady of Guadalupe (responsorial)	1+2	Judith 13:18bcde, 19
158	Lent, Week 1, Thurs	1+2	Esth C:12, 14-16, 23-25
159	Ord. Time, Week 33, Mon	1	1 Macc 1:10-15, 41-43, 54-57, 62-63
160	Ord. Time, Week 33, Thurs	1	1 Macc 2:15-29
161	Ord. Time, Week 33, Fri	1	1 Macc 4:36-37, 52-59
162	Ord. Time, Week 33, Sat	1	1 Macc 6:1-13
163	Ord. Time, Week 33, Tues	1	2 Macc 6:18-31
164	Ord. Time, Week 33, Wed	1	2 Macc 7:1, 20-31
165	Ord. Time, Week 26, Mon	2	Job 1:6-22
166	Ord. Time, Week 26, Tues	2	Job 3:1-3, 11-17, 20-23
167	Ord. Time, Week 26, Wed	2	Job 9:1-12, 14-16
168	Ord. Time, Week 26, Thurs	2	Job 19:21-27
169	Ord. Time, Week 26, Fri	2	Job 38:1, 12-21; 40:3-5
170	Ord. Time, Week 26, Sat	2	Job 42:1-3, 5-6, 12-17
171	Ord. Time, Week 25, Mon	2	Prov 3:27-34
172	Ord. Time, Week 25, Tues	2	Prov 21:1-6, 10-13
173	Ord. Time, Week 25, Wed	2	Prov 30:5-9
174	Ord. Time, Week 25, Thurs	2	Eccl/Qoh 1:2-11
175	Ord. Time, Week 25, Fri	2	Eccl/Qoh 3:1-11
176	Ord. Time, Week 25, Sat	2	Eccl/Qoh 11:9—12:8
177	Advent, Dec. 21 (opt. 1)	1+2	Cant 2:8-14
178	Ord. Time, Week 32, Mon	1	Wis 1:1-7
179	Lent, Week 4, Fri	1+2	Wis 2:1a, 12-22
180	Ord. Time, Week 32, Tues	1	Wis 2:23—3:9
181	Ord. Time, Week 32, Wed	1	Wis 6:1-11
182	Ord. Time, Week 32, Thurs	1	Wis 7:22b—8:1
183	Ord. Time, Week 32, Fri	1	Wis 13:1-9
184	Ord. Time, Week 32, Sat	1	Wis 18:14-16; 19:6-9
185	Ord. Time, Week 7, Mon	1	Sir 1:1-10
186	Ord. Time, Week 7, Tues	1	Sir 2:1-11
187	Ord. Time, Week 7, Wed	1	Sir 4:11-19
188	Ord. Time, Week 7, Thurs	1	Sir 5:1-8
189	Ord. Time, Week 7, Fri	1	Sir 6:5-17
190	Ord. Time, Week 7, Sat	1	Sir 17:1-15
191	Ord. Time, Week 8, Mon	1	Sir 17:20-24
192	Ord. Time, Week 8, Tues	1	Sir 35:1-12
193	Ord. Time, Week 8, Wed	1	Sir 36:1, 4-5a, 10-17
194	Ord. Time, Week 8, Thurs	1	Sir 42:15-25
195	Ord. Time, Week 8, Fri	1	Sir 44:1, 9-13
196	July 26: Sts. Joachim and Anne, parents of BVMary	1+2	Sir 44:1, 10-15
197	Ord. Time, Week 4, Fri	2	Sir 47:2-11
198	Advent, Week 2, Sat	1+2	Sir 48:1-4, 9-11
199	Ord. Time, Week 11, Thurs	2	Sir 48:1-14
200	Ord. Time, Week 8, Sat	1	Sir 51:12cd-20
201	Ord. Time, Week 15, Mon	2	Isa 1:10-17
202	Lent, Week 2, Tues	1+2	Isa 1:10, 16-20
203	Advent, Week 1, Mon	1+2	Isa 2:1-5
204	Advent, Week 1, Mon (in Year A)	1+2	Isa 4:2-6
205	Ord. Time, Week 14, Sat	2	Isa 6:1-8
206	Ord. Time, Week 15, Tues	2	Isa 7:1-9
207	Advent, Dec. 20	1+2	Isa 7:10-14
208	March 25: Solemnity: Annunciation of the Lord	1+2	Isa 7:10-14; 8:10
209	Ord. Time, Week 15, Wed	2	Isa 10:5-7, 13b-16
210	Advent, Week 1, Tues	1+2	Isa 11:1-10
211	Ord. Time, Week 19, Fri	2	Isa 12:2-3, 4bcd, 5-6
212	Ord. Time, Week 29, Wed	2	Isa 12:2-3, 4bcd, 5-6
213	May 31: Visitation of the BVMary (responsorial)	1+2	Isa 12:2-3, 4bcd, 5-6
214	Advent, Week 1, Wed	1+2	Isa 25:6-10a
215	Advent, Week 1, Thurs	1+2	Isa 26:1-6
216	Ord. Time, Week 15, Thurs	2	Isa 26:7-9, 12, 16-19
217	Advent, Week 1, Fri	1+2	Isa 29:17-24
218	Advent, Week 1, Sat	1+2	Isa 30:19-21, 23-26
219	Advent, Week 2, Mon	1+2	Isa 35:1-10
220	Ord. Time, Week 15, Fri	2	Isa 38:1-6, 21-22, 7-8
221	Ord. Time, Week 15, Fri	2	Isa 38:10, 11, 12abcd, 16
222	Advent, Week 2, Tues	1+2	Isa 40:1-11
223	Advent, Week 2, Wed	1+2	Isa 40:25-31
224	Advent, Week 2, Thurs	1+2	Isa 41:13-20
225	Holy Week, Mon	1+2	Isa 42:1-7
226	Advent, Week 3, Wed	1+2	Isa 45:6c-8, 18, 21c-25
227	Advent, Week 2, Fri	1+2	Isa 48:17-19
228	Holy Week, Tues	1+2	Isa 49:1-6
229	June 24: Solemnity: Nativity of St. John the Baptist, Day	1+2	Isa 49:1-6
230	Lent, Week 4, Wed	1+2	Isa 49:8-15
231	Holy Week, Wed	1+2	Isa 50:4-9a
232	Good Friday of the Lord’s Passion	1+2	Isa 52:13—53:12
233	Advent, Week 3, Thurs	1+2	Isa 54:1-10
234	Lent, Week 1, Tues	1+2	Isa 55:10-11
235	Advent, Week 3, Fri	1+2	Isa 56:1-3a, 6-8
236	Friday after Ash Wed.	1+2	Isa 58:1-9a
237	Saturday after Ash Wed.	1+2	Isa 58:9b-14
238	Holy Week, Chrism Mass (1st Reading)	1+2	Isa 61:1-3a, 6a, 8b-9
239	Lent, Week 4, Mon	1+2	Isa 65:17-21
240	Ord. Time, Week 16, Wed	2	Jer 1:1, 4-10
241	June 24: Solemnity: Nativity of St. John the Baptist, Vigil	1+2	Jer 1:4-10
242	Aug 29: Martyrdom of St. John the Baptist	1+2	Jer 1:17-19
243	Ord. Time, Week 16, Thurs	2	Jer 2:1-3, 7-8, 12-13
244	Ord. Time, Week 16, Fri	2	Jer 3:14-17
245	Ord. Time, Week 16, Sat	2	Jer 7:1-11
246	Lent, Week 3, Thurs	1+2	Jer 7:23-28
247	Lent, Week 4, Sat	1+2	Jer 11:18-20
248	Ord. Time, Week 17, Mon	2	Jer 13:1-11
249	Ord. Time, Week 17, Tues	2	Jer 14:17-22
250	Ord. Time, Week 17, Wed	2	Jer 15:10, 16-21
251	Lent, Week 2, Thurs	1+2	Jer 17:5-10
252	Ord. Time, Week 17, Thurs	2	Jer 18:1-6
253	Lent, Week 2, Wed	1+2	Jer 18:18-20
254	Lent, Week 5, Fri	1+2	Jer 20:10-13
255	Advent, Dec. 18	1+2	Jer 23:5-8
256	Ord. Time, Week 17, Fri	2	Jer 26:1-9
257	Ord. Time, Week 17, Sat	2	Jer 26:11-16, 24
258	Ord. Time, Week 18, Mon	2	Jer 28:1-17
259	Ord. Time, Week 18, Tues	2	Jer 30:1-2, 12-15, 18-22
260	Ord. Time, Week 18, Wed	2	Jer 31:1-7
261	Ord. Time, Week 25, Sat	1	Jer 31:10, 11-12ab, 13
262	Ord. Time, Week 18, Wed	2	Jer 31:10, 11-12ab, 13
263	Lent, Week 5, Sat	1+2	Jer 31:10, 11-12ab[cd], 13
264	Ord. Time, Week 16, Fri	2	Jer 31:10, 11-12ab[cd], 13
265	Ord. Time, Week 18, Thurs	2	Jer 31:31-34
266	Ord. Time, Week 12, Sat	2	Lam 2:2, 10-14, 18-19
267	Ord. Time, Week 26, Fri	1	Bar 1:15-22
268	Ord. Time, Week 26, Sat	1	Bar 4:5-12, 27-29
269	Ord. Time, Week 19, Mon	2	Ezek 1:2-5, 24-28c
270	Ord. Time, Week 19, Tues	2	Ezek 2:8—3:4
271	Ord. Time, Week 19, Wed	2	Ezek 9:1-7; 10:18-22
272	Ord. Time, Week 19, Thurs	2	Ezek 12:1-12
273	Ord. Time, Week 19, Fri	2	Ezek 16:1-15, 60, 63 or 16:59-63
274	Ord. Time, Week 19, Sat	2	Ezek 18:1-10, 13b, 30-32
275	Lent, Week 1, Fri	1+2	Ezek 18:21-28
276	Ord. Time, Week 20, Mon	2	Ezek 24:15-23
277	Ord. Time, Week 20, Tues	2	Ezek 28:1-10
278	Ord. Time, Week 20, Wed	2	Ezek 34:1-11
279	Ord. Time, Week 20, Thurs	2	Ezek 36:23-28
280	Ord. Time, Week 20, Fri	2	Ezek 37:1-14
281	Lent, Week 5, Sat	1+2	Ezek 37:21-28
282	Ord. Time, Week 20, Sat	2	Ezek 43:1-7ab
283	Nov 9: Feast: Dedication of the Lateran Basilica in Rome	1+2	Ezek 47:1-2, 8-9, 12
284	Lent, Week 4, Tues	1+2	Ezek 47:1-9, 12
285	Ord. Time, Week 34, Mon	1	Dan 1:1-6, 8-20
286	Ord. Time, Week 34, Tues	1	Dan 2:31-45
287	Lent, Week 5, Wed	1+2	Dan 3:14-20, 91-92, 95
288	Lent, Week 3, Tues	1+2	Dan 3:25, 34-43
289	Lent, Week 5, Wed	1+2	Dan 3:52, 53, 54, 55, 56
290	Ord. Time, Week 16, Thurs	1	Dan 3:52, 53, 54, 55, 56
291	Ord. Time, Week 34, Mon	1	Dan 3:52, 53, 54, 55, 56
292	Ord. Time, Week 34, Tues	1	Dan 3:57, 58, 59, 60, 61
293	Ord. Time, Week 34, Wed	1	Dan 3:62, 63, 64, 65, 66, 67
294	Ord. Time, Week 34, Thurs	1	Dan 3:68, 69, 70, 71, 72, 73, 74
295	Ord. Time, Week 34, Fri	1	Dan 3:75, 76, 77, 78, 79, 80, 81
296	Ord. Time, Week 34, Sat	1	Dan 3:82, 83, 84, 85, 86, 87
297	Ord. Time, Week 34, Wed	1	Dan 5:1-6, 13-14, 16-17, 23-28
298	Ord. Time, Week 34, Thurs	1	Dan 6:12-28
299	Ord. Time, Week 34, Fri	1	Dan 7:2-14
300	Aug 6: Feast: Transfiguration of the Lord	1+2	Dan 7:9-10, 13-14
301	Sept 29: Sts. Michael, Gabriel, and Raphael, archangels (option 1)	1+2	Dan 7:9-10, 13-14
302	Ord. Time, Week 34, Sat	1	Dan 7:15-27
303	Lent, Week 2, Mon	1+2	Dan 9:4b-10
304	Lent, Week 5, Mon	1+2	Dan 13:1-9, 15-17, 19-30, 33-62 or 13:41c-62
305	Ord. Time, Week 14, Mon	2	Hos 2:16, 17c-18, 21-22
306	Lent, Week 3, Sat	1+2	Hos 6:1-6
307	Ord. Time, Week 14, Tues	2	Hos 8:4-7, 11-13
308	Ord. Time, Week 14, Wed	2	Hos 10:1-3, 7-8, 12
309	Ord. Time, Week 14, Thurs	2	Hos 11:1-4, 8e-9
310	Lent, Week 3, Fri	1+2	Hos 14:2-10
311	Ord. Time, Week 14, Fri	2	Hos 14:2-10
312	Ord. Time, Week 27, Fri	1	Joel 1:13-15; 2:1-2
313	Ash Wednesday (1st Reading)	1+2	Joel 2:12-18
314	Ord. Time, Week 27, Sat	1	Joel 4:12-21
315	Ord. Time, Week 13, Mon	2	Amos 2:6-10, 13-16
316	Ord. Time, Week 13, Tues	2	Amos 3:1-8; 4:11-12
317	Ord. Time, Week 13, Wed	2	Amos 5:14-15, 21-24
318	Ord. Time, Week 13, Thurs	2	Amos 7:10-17
319	Ord. Time, Week 13, Fri	2	Amos 8:4-6, 9-12
320	Ord. Time, Week 13, Sat	2	Amos 9:11-15
321	Ord. Time, Week 27, Mon	1	Jonah 1:1—2:2, 11
322	Lent, Week 1, Wed	1+2	Jonah 3:1-10
323	Ord. Time, Week 27, Tues	1	Jonah 3:1-10
324	Ord. Time, Week 27, Wed	1	Jonah 4:1-11
325	Ord. Time, Week 27, Mon	1	Jonah 2:3, 4, 5, 8
326	Ord. Time, Week 15, Sat	2	Micah 2:1-5
